DOI,f_avg_core_width_,f_Ms_emu_g_MNP,f_Hc_,c_core_composition,c_dopant_element_1,c_dopant_element_2,c_is_coated,f_H_,f_FCY_,f_conc_MNP_mg_mL,c_shape_type,c_magnetic_phase,SAR_W_g,f_avg_core_sd_ _BOTH,f_area_volume_ratio,f_Mr_Ms_BOTH,f_dopant_ratio_1,f_dopant_ratio_2
"10.1016, j.jmmm.2025.173200",11.1,33.4,17,Co0.2Zn0.8Fe2O4,"Zn, Co",,chitosan,150,340,1,Spherical,Superparamagnetic,,1.7,,,0.2 (Co),0.8 (Zn)
"10.1016, j.jmmm.2025.173200",11.1,33.4,17,Co0.2Zn0.8Fe2O4,"Zn, Co",,chitosan,200,340,1,Spherical,Superparamagnetic,,1.7,,,0.2 (Co),0.8 (Zn)
"10.1016, j.jmmm.2025.173200",11.1,33.4,17,Co0.2Zn0.8Fe2O4,"Zn, Co",,chitosan,250,340,1,Spherical,Superparamagnetic,,1.7,,,0.2 (Co),0.8 (Zn)
"10.1016, j.jmmm.2025.173200",11.1,33.4,17,Co0.2Zn0.8Fe2O4,"Zn, Co",,chitosan,300,340,1,Spherical,Superparamagnetic,,1.7,,,0.2 (Co),0.8 (Zn)
"10.1016, j.colsurfa.2025.137117",11,60.6,0,Zn0.15Cu0.35Mg0.5Fe2O4,"Zn, Cu",,"oleic acid, oleylamine",232.32,316,1,Spherical,Superparamagnetic,,NAN,,,0.15 (Zn),0.35 (Cu)
"10.1016, j.colsurfa.2025.137117",11,60.6,0,Zn0.15Cu0.35Mg0.5Fe2O4,"Zn, Cu",,"oleic acid, oleylamine",232.32,316,3,Spherical,Superparamagnetic,,NAN,,,0.15 (Zn),0.35 (Cu)
"10.1016, j.colsurfa.2025.137117",12,61.54,0,Zn0.25Cu0.25Mg0.5Fe2O4,"Zn, Cu",,"oleic acid, oleylamine",232.32,316,1,Spherical,Superparamagnetic,,NAN,,,0.25 (Zn),0.25 (Cu)
"10.1016, j.colsurfa.2025.137117",12,61.54,0,Zn0.25Cu0.25Mg0.5Fe2O4,"Zn, Cu",,"oleic acid, oleylamine",232.32,316,3,Spherical,Superparamagnetic,,NAN,,,0.25 (Zn),0.25 (Cu)
"10.1016, j.colsurfa.2025.137117",13,58.29,0,Zn0.35Cu0.15Mg0.5Fe2O4,"Zn, Cu",,"oleic acid, oleylamine",232.42,316,3,Spherical,Superparamagnetic,,NAN,,,0.35 (Zn),0.15 (Cu)
"10.1016, j.matchemphys.2024.129050",11.8,34.45,0,Zn0.9Mg0.5Cu0.1Fe2O.4,Cu,,"oleic acid, Oleylamine",442.46,316,1,spherical,Superparamagnetic,,NAN,,Insignificant,0.1 (Cu),
"10.1016, j.matchemphys.2024.129050",11.8,34.45,0,Zn0.9Mg0.5Cu0.1Fe2O4,Cu,,"oleic acid, Oleylamine",442.46,316,3,spherical,Superparamagnetic,,NAN,,Insignificant,0.1 (Cu),
"10.1016, j.matchemphys.2024.129050",14.2,38.77,0,Zn0.8Mg0.5Cu0.2Fe2O4,Cu,,"oleic acid, Oleylamine",442.46,316,1,spherical,Superparamagnetic,,NAN,,Insignificant,0.2 (Cu),
"10.1016, j.matchemphys.2024.129050",14.2,38.77,0,Zn0.8Mg0.5Cu0.2Fe2O4,Cu,,"oleic acid, Oleylamine",442.46,316,3,spherical,Superparamagnetic,,NAN,,Insignificant,0.2 (Cu),
"10.1016, j.matchemphys.2024.129050",15.9,29.73,0,Zn0.7Mg0.5Cu0.3Fe2O4,Cu,,"oleic acid, Oleylamine",442.46,316,1,spherical,Superparamagnetic,,NAN,,Insignificant,0.3 (Cu),
"10.1016, j.matchemphys.2024.129050",15.9,29.73,0,Zn0.7Mg0.5Cu0.3Fe2O4,Cu,,"oleic acid, Oleylamine",442.46,316,3,spherical,Superparamagnetic,,NAN,,Insignificant,0.3 (Cu),
"10.1016, j.inoche.2025.114902",14.8,49.9,600,CoFe2O4,,,,150,20,333.3,spherical,Ferromagnetic,,2.5,,,,
"10.1016, j.inoche.2025.114902",13.3,45.7,400,CoFe2O4,,,Reduced graphene oxide,150,20,333.3,spherical,Ferromagnetic,,2.9,,,,
"10.1016, j.inoche.2025.114902",13.3,33.2,400,CoFe2O4,,,Reduced graphene oxide,150,20,333.3,spherical,Ferromagnetic,,2.9,,,,
"10.1016, j.inoche.2025.114902",13.3,27,400,CoFe2O4,,,Reduced graphene oxide,150,20,333.3,spherical,Ferromagnetic,,2.9,,,,
"10.1016, j.ceramint.2023.08.088",15,45,522,CoFe2O4,,,poly vinyl alcohol,307.9,120,15,,Ferrimagnetic,,NAN,,,,
"10.1016, j.ceramint.2023.08.088",15,47.5,300,Zn0.15Co0.85Fe2O4,Zn,,poly vinyl alcohol,307.9,120,15,,Ferrimagnetic,,NAN,,,0.15 (Zn),
"10.1016, j.ceramint.2023.08.088",15,52,150,Zn0.3Co0.7Fe2.0O4,Zn,,poly vinyl alcohol,307.9,120,15,,Ferrimagnetic,,NAN,,,0.3 (Zn),
"10.1016, j.ceramint.2023.08.088",15.2,50.5,100,Zn0.4Co0.6Fe2O4,Zn,,poly vinyl alcohol,307.9,120,15,,Ferrimagnetic,,0.2,,,0.4 (Zn),
"10.1016, j.ceramint.2023.08.088",15,47.5,50,Zn0.5Co0.5Fe2O4,Zn,,poly vinyl alcohol,307.9,120,15,,Ferrimagnetic,,NAN,,,0.5 (Zn),
"10.1016, j.ceramint.2023.08.088",15,37.5,2,Zn0.7Co0.3Fe2O4,Zn,,poly vinyl alcohol,307.9,120,15,,Ferrimagnetic,,NAN,,,0.7 (Zn),
"10.1016, j.ceramint.2023.08.088",15,,,CoFe2O4,,,poly vinyl alcohol,251.4,120,15,,Ferrimagnetic,,NAN,,,,
"10.1016, j.ceramint.2023.08.088",15,,,Zn0.15Co0.85Fe2O4,Zn,,poly vinyl alcohol,251.4,120,15,,Ferrimagnetic,,NAN,,,0.15 (Zn),
"10.1016, j.ceramint.2023.08.088",15,,,Zn0.3Co0.7Fe2O4,Zn,,poly vinyl alcohol,251.4,120,15,,Ferrimagnetic,,NAN,,,0.3 (Zn),
"10.1016, j.ceramint.2023.08.088",15,,,Zn0.4Co0.6Fe2O4,Zn,,poly vinyl alcohol,251.4,120,15,,Ferrimagnetic,,NAN,,,0.4 (Zn),
"10.1016, j.ceramint.2023.08.088",15,,,Zn0.5Co0.5Fe2O4,Zn,,poly vinyl alcohol,251.4,120,15,,Ferrimagnetic,,NAN,,,0.5 (Zn),
"10.1016, j.ceramint.2023.08.088",15,,,CoFe2O4,,,poly vinyl alcohol,213.7,120,15,,Ferrimagnetic,,NAN,,,,
"10.1016, j.ceramint.2023.08.088",15,,,Zn0.15Co0.85Fe2O4,Zn,,poly vinyl alcohol,213.7,120,15,,Ferrimagnetic,,NAN,,,0.15 (Zn),
"10.1016, j.ceramint.2023.08.088",15,,,Zn0.3Co0.7Fe2O4,Zn,,poly vinyl alcohol,213.7,120,15,,Ferrimagnetic,,NAN,,,0.3 (Zn),
"10.1016, j.ceramint.2023.08.088",15,,,Zn0.4Co0.6Fe2O4,Zn,,poly vinyl alcohol,213.7,120,15,,Ferrimagnetic,,NAN,,,0.4 (Zn),
"10.1016, j.ceramint.2023.08.088",15,,,Zn0.5Co0.5Fe2O4,Zn,,poly vinyl alcohol,213.7,120,15,,Ferrimagnetic,,NAN,,,0.5 (Zn),
"10.1016, j.ceramint.2025.12.178",20.6,53,117,MnFe2O4,,,,100,450,5,spherical,Mixed SFs,,2.1,,,,
"10.1016, j.matchemphys.2025.131235",23,77.8,8.4,MnFe2O4,,,PEG,300,386.25,3,cube,,,5.5,,0.05,,
"10.1016, j.matchemphys.2025.131235",23,77.8,8.4,MnFe2O4,,,chitosan-PEG,300,386.25,1,cuboidal,,,5.5,,0.05,,
"10.1016, j.matchemphys.2025.131235",23,77.8,8.4,MnFe2O4,,,,300,386.25,1,cuboidal,,,5.5,,0.05,,
"10.1016, j.matpr.2022.03.417",13,64,0,MnFe2O4,,,PVP,167.6,265,5,roughly spherical,Superparamagnetic,,NAN,,Negligible,,
"10.1016, j.matpr.2022.03.417",13,64,0,MnFe2O4,,,PVP,335.2,265,5,roughly spherical,Superparamagnetic,,NAN,,Negligible,,
"10.1016, j.matpr.2022.03.417",13,64,0,MnFe2O4,,,PVP,167.6,265,10,roughly spherical,Superparamagnetic,,NAN,,Negligible,,
"10.1016, j.matpr.2022.03.417",13,64,0,MnFe2O4,,,PVP,335.2,265,10,roughly spherical,Superparamagnetic,,NAN,,Negligible,,
"10.1016, j.physe.2022.115560",10.5,47.33,835.9,Cu0.15Co0.85Fe2O4,Cu,,,187.49,337,1,Spherical,Ferromagnetic,,0.98,,0.268,0.15 (Cu),
"10.1016, j.physe.2022.115560",10.5,47.33,835.9,Cu0.15Co0.85Fe2O4,Cu,,,187.49,337,2,Spherical,Ferromagnetic,,0.98,,0.268,0.15 (Cu),
"10.1016, j.physe.2022.115560",10.5,47.33,835.9,Cu0.15Co0.85Fe2O4,Cu,,,187.49,337,3,Spherical,Ferromagnetic,,0.98,,0.268,0.15 (Cu),
"10.1016, j.physe.2022.115560",10.7,64.41,450,Cu0.31Co0.69Fe2O4,Cu,,,187.49,337,1,Spherical,Ferromagnetic,,0.91,,0.153,0.31 (Cu),
"10.1016, j.physe.2022.115560",10.7,64.41,450,Cu0.31Co0.69Fe2O4,Cu,,,187.49,337,2,Spherical,Ferromagnetic,,0.91,,0.153,0.31 (Cu),
"10.1016, j.physe.2022.115560",10.7,64.41,450,Cu0.31Co0.69Fe2O4,Cu,,,187.49,337,3,Spherical,Ferromagnetic,,0.91,,0.153,0.31 (Cu),
"10.1016, j.physe.2022.115560",10.9,49.72,168.44,Cu0.47Co0.53Fe2O4,Cu,,,187.49,337,1,Spherical,Ferromagnetic,,0.86,,0.087,0.47 (Cu),
"10.1016, j.physe.2022.115560",10.9,49.72,168.44,Cu0.47Co0.53Fe2O4,Cu,,,187.49,337,2,Spherical,Ferromagnetic,,0.86,,0.087,0.47 (Cu),
"10.1016, j.physe.2022.115560",10.9,49.72,168.44,Cu0.47Co0.53Fe2O4,Cu,,,187.49,337,3,Spherical,Ferromagnetic,,0.86,,0.087,0.47 (Cu),
"10.1016, j.physe.2022.115560",10.2,36.74,338.14,Cu0.15Co0.85Fe2O4,Cu,,chitosan,187.49,337,1,Spherical,Ferromagnetic,,0.8,,0.142,0.15 (Cu),
"10.1016, j.physe.2022.115560",10.2,36.74,338.14,Cu0.15Co0.85Fe2O4,Cu,,chitosan,187.49,337,2,Spherical,Ferromagnetic,,0.8,,0.142,0.15 (Cu),
"10.1016, j.physe.2022.115560",10.2,36.74,338.14,Cu0.15Co0.85Fe2O4,Cu,,chitosan,187.49,337,3,Spherical,Ferromagnetic,,0.8,,0.142,0.15 (Cu),
"10.1016, j.physe.2022.115560",10.5,49.3,340.65,Cu0.31Co0.69Fe2O4,Cu,,chitosan,187.49,337,1,Spherical,Ferromagnetic,,0.76,,0.137,0.31 (Cu),
"10.1016, j.physe.2022.115560",10.5,49.3,340.65,Cu0.31Co0.69Fe2O4,Cu,,chitosan,187.49,337,2,Spherical,Ferromagnetic,,0.76,,0.137,0.31 (Cu),
"10.1016, j.physe.2022.115560",10.5,49.3,340.65,Cu0.31Co0.69Fe2O4,Cu,,chitosan,187.49,337,3,Spherical,Ferromagnetic,,0.76,,0.137,0.31 (Cu),
"10.1016, j.physe.2022.115560",10.4,46.4,266,Cu0.47Co0.53Fe2O4,Cu,,chitosan,187.49,337,1,Spherical,Ferromagnetic,,0.81,,0.12,0.47 (Cu),
"10.1016, j.physe.2022.115560",10.4,46.4,267,Cu0.47Co0.53Fe2O4,Cu,,chitosan,187.49,337,2,Spherical,Ferromagnetic,,0.81,,0.12,0.47 (Cu),
"10.1016, j.physe.2022.115560",10.4,46.4,268,Cu0.47Co0.53Fe2O4,Cu,,chitosan,187.49,337,3,Spherical,Ferromagnetic,,0.81,,0.12,0.47 (Cu),
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,279.1,126,10,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,323.1,126,10,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,358.2,126,10,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,390.9,126,10,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,416.1,126,10,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,279.1,126,30,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,323.1,126,30,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,358.2,126,30,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,390.9,126,30,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,416.1,126,30,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,279.1,126,50,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,323.1,126,50,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,358.2,126,50,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,390.9,126,50,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.1,77.4,861,CoFe2O4,,,,416.1,126,50,spherical,Ferrimagnetic,,1.4,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,279.1,126,10,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,323.1,126,10,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,358.2,126,10,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,390.9,126,10,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,416.1,126,10,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,279.1,126,30,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,323.1,126,30,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,358.2,126,30,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,390.9,126,30,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,416.1,126,30,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,279.1,126,50,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,323.1,126,50,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,358.2,126,50,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,390.9,126,50,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1016, j.ceramint.2023.01.101",13.3,74.4,846,CoFe2O4,,,chitosan,416.1,126,50,spherical,Ferrimagnetic,,1.9,,0.2,,
"10.1039, d4ra01600a",17.26,80.74,13,NiFe2O4,,,PVP,170,332.8,10,spherical,Spinel,,NAN,,0.011,,
"10.1039, d4ra01600a",17.26,80.74,13,NiFe2O4,,,PVP,170,332.8,7.5,spherical,Spinel,,NAN,,0.011,,
"10.1039, d4ra01600a",17.26,80.74,13,NiFe2O4,,,PVP,170,332.8,5,spherical,Spinel,,NAN,,0.011,,
"10.1039, d4ra01600a",17.26,80.74,13,NiFe2O4,,,PVP,170,332.8,2.5,spherical,Spinel,,NAN,,0.011,,
"10.1039, d4ra01600a",10.88,66.17,218,CoFe2O4,,,PVP,170,332.8,10,spherical,Spinel,,NAN,,0.14,,
"10.1039, d4ra01600a",10.88,66.17,218,CoFe2O4,,,PVP,170,332.8,7.5,spherical,Spinel,,NAN,,0.14,,
"10.1039, d4ra01600a",10.88,66.17,218,CoFe2O4,,,PVP,170,332.8,5,spherical,Spinel,,NAN,,0.14,,
"10.1039, d4ra01600a",10.88,66.17,218,CoFe2O4,,,PVP,170,332.8,2.5,spherical,Spinel,,NAN,,0.14,,
"10.1039, d4ra01600a",9.95,38.78,18,ZnFe2O4,,,PVP,170,332.8,10,spherical,Spinel,,NAN,,0.014,,
"10.1039, d4ra01600a",9.95,38.78,18,ZnFe2O4,,,PVP,170,332.8,7.5,spherical,Spinel,,NAN,,0.014,,
"10.1039, d4ra01600a",9.95,38.78,18,ZnFe2O4,,,PVP,170,332.8,5,spherical,Spinel,,NAN,,0.014,,
"10.1039, d4ra01600a",9.95,38.78,18,ZnFe2O4,,,PVP,170,332.8,2.5,spherical,Spinel,,NAN,,0.014,,
"10.1039, d4ra01600a",10.004,26.26,16.64,MgFe2O4,,,PVP,170,332.8,10,spherical,Spinel,,NAN,,0.019,,
"10.1039, d4ra01600a",10.004,26.26,16.64,MgFe2O4,,,PVP,170,332.8,7.5,spherical,Spinel,,NAN,,0.019,,
"10.1039, d4ra01600a",10.004,26.26,16.64,MgFe2O4,,,PVP,170,332.8,5,spherical,Spinel,,NAN,,0.019,,
"10.1039, d4ra01600a",10.004,26.26,16.64,MgFe2O4,,,PVP,170,332.8,2.5,spherical,Spinel,,NAN,,0.019,,
"10.1039, d4ra01600a",10,4.26,54.62,SnFe2O4,,,PVP,170,332.8,10,spherical,Spinel,,NAN,,0.08,,
"10.1039, d4ra01600a",10,4.26,54.62,SnFe2O4,,,PVP,170,332.8,7.5,spherical,Spinel,,NAN,,0.08,,
"10.1039, d4ra01600a",10,4.26,54.62,SnFe2O4,,,PVP,170,332.8,5,spherical,Spinel,,NAN,,0.08,,
"10.1039, d4ra01600a",10,4.26,54.62,SnFe2O4,,,PVP,170,332.8,2.5,spherical,Spinel,,NAN,,0.08,,
"10.1016, j.mtcomm.2023.107982",16.3,41.7,844,CoFe2O4,,,,200,450,2,Spherical,Ferromagnetic,,0.1,,0.309,,
"10.1016, j.mtcomm.2023.107982",38.7,73.6,1110,CoFe2O4,,,,200,450,2,Spherical,Ferromagnetic,,0.1,,0.428,,
"10.1016, j.mtcomm.2023.107982",12.4,42.6,595,CoFe2O4,,,citric acid,200,450,2,Spherical,Ferromagnetic,,0.1,,0.272,,
"10.1016, j.mtcomm.2023.107982",28.2,55.6,660,CoFe2O4,,,,200,450,2,Spherical,Ferromagnetic,,0.1,,0.3597,,
"10.1016, j.inoche.2025.115569",9.5,81.912,1.688,NiFe2O4,,,oleic acid,50.2,265,2,spherical,Superparamagnetic,,2,"1.091 10^6 cm², g","0.0139 (1.14 emu, g ,  81.912 emu, g)",,
"10.1016, j.inoche.2025.115569",9.5,81.912,1.688,NiFe2O4,,,oleic acid,50.2,265,4,spherical,Superparamagnetic,,2,"1.091 10^6 cm², g","0.0139 (1.14 emu, g ,  81.912 emu, g)",,
"10.1016, j.inoche.2025.115569",9.5,81.912,1.688,NiFe2O4,,,oleic acid,50.2,265,6,spherical,Superparamagnetic,,2,"1.091 10^6 cm², g","0.0139 (1.14 emu, g ,  81.912 emu, g)",,
"10.1016, j.inoche.2025.115569",9.5,81.912,1.688,NiFe2O4,,,oleic acid,50.2,265,8,spherical,Superparamagnetic,,2,"1.091 10^6 cm², g","0.0139 (1.14 emu, g ,  81.912 emu, g)",,
"10.1016, j.inoche.2025.115569",9.5,81.912,1.688,NiFe2O4,,,oleic acid,50.2,265,10,spherical,Superparamagnetic,,2,"1.091 10^6 cm², g","0.0139 (1.14 emu, g ,  81.912 emu, g)",,
"10.1016, j.physb.2025.417079",13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,"Co, Ca",,oleic acid,375,316,0.5,spherical,Superparamagnetic,,NAN,,0.24,0.7 (Co),0.3 (Ca)
"10.1016, j.physb.2025.417079",13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,"Co, Ca",,oleic acid,425,316,0.5,spherical,Superparamagnetic,,NAN,,0.24,0.7 (Co),0.3 (Ca)
"10.1016, j.physb.2025.417079",13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,"Co, Ca",,oleic acid,475,316,0.5,spherical,Superparamagnetic,,NAN,,0.24,0.7 (Co),0.3 (Ca)
"10.1016, j.physb.2025.417079",13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,"Co, Ca",,oleic acid,375,316,1,spherical,Superparamagnetic,,NAN,,0.24,0.7 (Co),0.3 (Ca)
"10.1016, j.physb.2025.417079",13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,"Co, Ca",,oleic acid,425,316,1,spherical,Superparamagnetic,,NAN,,0.24,0.7 (Co),0.3 (Ca)
"10.1016, j.physb.2025.417079",13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,"Co, Ca",,oleic acid,475,316,1,spherical,Superparamagnetic,,NAN,,0.24,0.7 (Co),0.3 (Ca)
"10.1016, j.physb.2025.417079",13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,"Co, Ca",,oleic acid,375,316,3,spherical,Superparamagnetic,,NAN,,0.24,0.7 (Co),0.3 (Ca)
"10.1016, j.physb.2025.417079",13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,"Co, Ca",,oleic acid,425,316,3,spherical,Superparamagnetic,,NAN,,0.24,0.7 (Co),0.3 (Ca)
"10.1016, j.physb.2025.417079",13.9,52.8,320.2,Co0.7Ca0.3Fe2O4,"Co, Ca",,oleic acid,475,316,3,spherical,Superparamagnetic,,NAN,,0.24,0.7 (Co),0.3 (Ca)
"10.1016, j.matchemphys.2025.131037",7.6,,,CoFe2O4,,,,100,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",7.6,,,CoFe2O4,,,,100,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",7.6,,,CoFe2O4,,,,100,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",7.6,,,CoFe2O4,,,,150,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",7.6,,,CoFe2O4,,,,150,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",7.6,,,CoFe2O4,,,,150,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.2,56.4,,CoFe2O4,,,C-dots 10 mL,100,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.2,56.4,,CoFe2O4,,,C-dots 10 mL,100,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.2,56.4,,CoFe2O4,,,C-dots 10 mL,100,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.2,56.4,,CoFe2O4,,,C-dots 10 mL,150,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.2,56.4,,CoFe2O4,,,C-dots 10 mL,150,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.2,56.4,,CoFe2O4,,,C-dots 10 mL,150,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,,,CoFe2O4,,,C-dots 15 mL,100,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,,,CoFe2O4,,,C-dots 15 mL,100,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,,,CoFe2O4,,,C-dots 15 mL,100,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,,,CoFe2O4,,,C-dots 15 mL,150,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,,,CoFe2O4,,,C-dots 15 mL,150,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,,,CoFe2O4,,,C-dots 15 mL,150,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,55,,CoFe2O4,,,C-dots 20 mL,100,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,55,,CoFe2O4,,,C-dots 20 mL,100,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,55,,CoFe2O4,,,C-dots 20 mL,100,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,55,,CoFe2O4,,,C-dots 20 mL,150,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,55,,CoFe2O4,,,C-dots 20 mL,150,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.6,55,,CoFe2O4,,,C-dots 20 mL,150,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.4,,,CoFe2O4,,,C-dots 25 mL,100,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.4,,,CoFe2O4,,,C-dots 25 mL,100,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.4,,,CoFe2O4,,,C-dots 25 mL,100,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.4,,,CoFe2O4,,,C-dots 25 mL,150,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.4,,,CoFe2O4,,,C-dots 25 mL,150,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.4,,,CoFe2O4,,,C-dots 25 mL,150,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.3,,,CoFe2O4,,,C-dots 30 mL,100,10,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.3,,,CoFe2O4,,,C-dots 30 mL,100,15,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.3,,,CoFe2O4,,,C-dots 30 mL,100,20,333.33,,Cubic spinel,,0.1,,,,
"10.1016, j.matchemphys.2025.131037",6.3,,,CoFe2O4,,,C-dots 30 mL,150,10,333.33,,Cubic spinel,,0.1,,,,
